climbRate,Sgz,p,q,curPitch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Se,class
17,-20,-0.3,0.28,1.18,0.2,-19,-7,-0.011,-0.1,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.044,0.044,0.044,0,0,0,0,0,0,0,0,0,0,-0.003,0,-0.001,0,1.2,0.044,P
-26,-20,-0.35,0.18,1.18,-0.2,-19,-1,-0.005,0.7,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.042,0.042,0.042,0.042,0.042,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,1.2,0.042,P
-26,-21,-0.34,0.28,1.18,-0.4,-19,-2,0.012,-0.6,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0,0,0,0,-0.001,0,0,0,0,0,0,0,0,0,1.2,0.043,P
-121,-23,0.01,0.27,1.3,-0.8,-20,-5,0.02,-0.1,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.043,P
-162,-26,0.21,0.28,1.35,-0.7,-20,-6,0.019,-0.2,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.043,0.043,0.043,0.043,0.043,0,0,0,0,0,0,0,0,-0.004,0,0,0,0,0,1.2,0.043,P
1,-34,0.29,0.15,1.07,1.4,-18,2,-0.008,-0.2,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.039,P
-13,-34,-0.16,0.19,1.09,1.7,-17,-3,-0.016,-0.2,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.039,P
-43,-34,-0.33,0.2,1.13,1.4,-18,-4,-0.014,-0.1,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.04,0.04,0.039,0.039,0.039,0,0,0,0,0,0,-0.001,0,0.001,0,0.001,0,0,0,1.1,0.039,P
-187,-38,-0.18,0.04,1.26,0.8,-18,-2,0.014,2.7,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.038,0.038,0.038,0.038,0.038,0,0,0,0,0,0,0,0,-0.004,0,0,0,0,0,1.1,0.038,P
311,-8,-0.14,0.26,0.68,0.2,-19,-7,-0.003,-0.4,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.037,P
80,4,-0.31,0.33,0.97,-0.4,-19,-14,-0.01,0.4,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.039,P
-131,-5,0.15,0.2,1.1,-1.4,-20,1,0.019,0,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035,P
-124,-9,0.42,0.25,1.1,-0.9,-20,-2,0.004,-0.5,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035,P
-172,-22,0.4,0.07,1.09,1.1,-18,3,-0.003,1,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.033,P
-130,-24,0.38,0.14,1.05,1.5,-17,3,-0.004,-0.5,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.033,P
-94,-33,-0.34,0.13,0.99,1.8,-17,4,-0.018,-0.5,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032,P
-29,-35,-0.46,0.16,0.92,0.5,-19,1,0.012,0,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032,P
-39,-36,-0.01,0.22,0.95,-0.4,-19,-5,0.017,0.3,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.033,P
-59,-36,0.1,0.24,0.97,-0.4,-19,-4,0.017,-0.2,0.032,0.032,0.032,0.032,0.032,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,-0.002,0,0,0,0,0,0,0,0,0,0.9,0.033,P
-57,-40,0.34,0.15,0.92,0.4,-19,3,0.002,-0.5,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,P
125,-38,0.07,0.12,0.71,1.6,-17,3,-0.01,-0.2,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.03,P
176,-34,-0.13,0.15,0.66,1.6,-17,2,-0.018,-0.5,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.03,P
83,-24,-0.19,0.24,0.79,0.6,-18,-8,0.009,0.1,0.031,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032,P
70,-23,-0.17,0.24,0.8,0.6,-18,-7,0.009,0,0.031,0.031,0.031,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032,P
33,-22,0.05,0.17,0.79,0.5,-19,0,0.001,-0.2,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.03,P
21,-21,0.03,0.32,0.82,0.6,-18,-5,-0.01,-1.8,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,P
-52,-21,-0.05,0.24,0.92,0.6,-18,-11,-0.009,0.4,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,-0.003,0,0,0,0,0,0,0,0.9,0.031,P
177,-23,0.13,0.08,0.57,0.2,-19,10,0.009,-0.2,0.028,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,P
250,-20,0.2,0.08,0.49,0.4,-19,9,0.008,-0.2,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.028,0.028,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0.8,0.027,P
167,-9,0.18,0.4,0.73,0.9,-18,-23,-0.014,-1.1,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.033,P
-68,-19,-0.24,0.13,0.83,0.4,-19,3,-0.004,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,P
190,-12,0.07,0.15,0.55,-0.5,-19,3,0.006,-0.1,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,P
-132,1,-0.17,0.26,0.91,-0.5,-19,-8,-0.005,-0.1,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,P
-225,-19,0.32,0.17,0.95,-0.7,-20,1,0.015,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.027,P
-214,-24,0.5,0.19,0.95,0.1,-19,0,0.003,-0.3,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.026,0.026,0.027,0,0,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0.7,0.027,P
130,-28,-0.4,0.12,0.57,0.8,-18,4,-0.012,0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,P
205,-20,-0.39,0.14,0.5,-0.5,-19,2,0.014,0.4,0.027,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,P
190,-8,0.2,0.22,0.53,-0.9,-20,-4,0.018,-0.3,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.027,P
11,-1,0.37,0.36,0.76,0.3,-19,-16,-0.009,-1.3,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,P
-88,-2,0.33,0.3,0.86,0.5,-18,-17,-0.009,0.4,0.025,0.028,0.028,0.027,0.027,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,-0.003,0,0,0,-0.002,0,0,0,0,0,0,0,0,0,0.8,0.029,P
-211,-13,-0.08,0.1,0.88,0.9,-18,4,-0.015,-0.2,0.025,0.025,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,P
-134,-20,-0.24,0.13,0.81,0.4,-19,2,0.001,0.3,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,P
95,-23,0.03,0.08,0.55,-0.2,-19,9,0.01,0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,P
215,-8,0.02,0.17,0.47,0.3,-19,-2,-0.006,0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,P
-40,17,-0.06,0.21,0.71,-0.6,-19,-4,0.001,-0.1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,P
-60,13,0.1,0.16,0.7,-0.6,-20,5,0.009,-0.7,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,P
-65,12,0.09,0.23,0.75,-0.2,-19,-10,-0.017,0.3,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,P
-119,4,-0.38,0.13,0.75,-0.8,-20,4,-0.011,0.3,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,P
-44,2,-0.49,0.11,0.67,-1.5,-20,5,0.007,0.3,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,-0.001,0,0.6,0.022,N
250,6,0.24,0.08,0.35,-1.9,-21,13,0.031,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,P
445,32,0.65,0.49,0.27,0.4,-19,-10,-0.007,-4.1,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.027,P
-496,19,-0.3,0.19,1.12,1.7,-17,-6,-0.017,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,P
-599,-4,-0.48,0.06,1.17,0.6,-18,5,0.008,1.8,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,P
-474,-24,-0.2,-0.02,1.03,-0.3,-19,11,0.021,1.8,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,P
-389,-29,-0.08,0.06,0.94,-0.4,-19,14,0.02,-0.5,0.018,0.018,0.018,0.018,0.018,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,-0.002,0,-0.002,0,0,0,0,0,0,0,0.6,0.021,P
206,-34,0.28,0.03,0.37,0.4,-19,13,0.001,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
470,-21,0.2,0.14,0.16,1,-18,5,-0.011,-1.6,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,P
477,-19,0.18,0.11,0.16,1,-18,3,-0.011,-0.6,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,P
361,21,-0.18,0.26,0.33,1,-18,-13,-0.008,0.3,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,P
-119,28,-0.45,0.3,0.78,-0.2,-19,-14,-0.007,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.025,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.7,0.025,P
-145,12,0.12,0.16,0.73,-1.6,-20,4,0.018,-0.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.6,0.022,P
-149,10,0.32,0.2,0.76,-1.4,-20,-4,0.019,0.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,P
-264,-23,-0.02,0.13,0.84,0.5,-18,3,-0.01,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,P
-238,-27,-0.11,0.13,0.81,0.5,-19,3,-0.01,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.6,0.021,N
172,-32,0.3,0.08,0.39,0.2,-19,14,0.026,-0.3,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
313,-25,0.61,0.34,0.33,1.1,-18,-2,-0.009,-3.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,P
-14,-17,0.18,0.25,0.66,2.3,-17,-15,-0.024,0.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,P
-260,-21,-0.2,0.15,0.88,2.3,-17,-14,-0.012,0.8,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.7,0.022,P
-183,-32,-0.17,0.05,0.71,1.7,-17,12,0.009,-0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,P
-9,-35,-0.22,0.14,0.6,1.3,-18,-1,-0.008,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,P
651,11,0.12,0.1,-0.06,-0.5,-19,7,0.006,-0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.6,0.02,P
160,43,0.09,0.34,0.51,0.2,-19,-21,-0.004,0,0.023,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,P
-309,33,0.11,0.21,0.89,0.5,-19,-7,0.002,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.6,0.022,P
-380,21,0.01,0.27,0.98,0.7,-18,-14,-0.019,-1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,P
-525,10,-0.24,0.25,1.1,0.5,-19,-11,-0.017,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.023,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.6,0.023,P
-505,-19,-0.26,0.12,1.02,-0.5,-19,6,0.008,-0.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
-311,-37,0.07,0.09,0.82,-0.9,-20,10,0.019,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,P
-254,-40,0.18,0.09,0.77,-0.8,-20,9,0.018,-0.2,0.018,0.018,0.018,0.018,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,-0.002,0,0,0,0,0,0,0,0,0,0.6,0.02,P
66,-44,0.38,0.05,0.47,0.4,-19,9,-0.008,0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,P
275,-36,0.09,0.08,0.29,1.1,-18,6,-0.018,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
350,-30,-0.13,0.08,0.22,1,-18,6,-0.017,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.6,0.02,P
315,-18,-0.34,0.18,0.29,0.6,-18,-4,-0.007,0.2,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,P
9,-7,-0.3,0.3,0.62,-0.7,-20,-14,0.005,-0.3,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,P
-177,-9,-0.21,0.3,0.78,-1.1,-20,-14,0.006,-0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,-0.002,0,-0.001,0,0.6,0.023,P
-282,-16,0.13,0.21,0.84,-1.2,-20,-6,0.022,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.6,0.022,P
-264,-24,0.44,0.19,0.81,-0.7,-20,2,0.007,-0.7,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,P
-282,-29,0.46,0.17,0.83,-0.2,-19,-3,0.001,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.6,0.021,P
-292,-34,0.41,0.1,0.82,0.4,-19,2,-0.009,1.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.6,0.02,P
-211,-40,0.34,0.08,0.72,0.9,-18,10,-0.005,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,P
-83,-45,0.03,-0.02,0.59,1.2,-18,12,-0.013,1.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,P
251,-25,-0.12,0.14,0.33,0.5,-19,1,-0.003,-0.1,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.001,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,P
218,-11,0.01,0.19,0.37,0.2,-19,-4,0.007,-0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,P
-219,-7,-0.21,0.28,0.81,0.1,-19,-14,-0.013,-0.3,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,P
-395,-14,-0.36,0.28,0.97,-0.4,-19,-13,-0.011,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.023,0,0,0,0,0,0,-0.002,0,0,0,0,0,-0.002,0,0.6,0.023,P
-415,-34,-0.12,0.17,0.94,-1.3,-20,1,0.023,0,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
-397,-43,0.21,0.02,0.9,-1.2,-20,2,0.023,1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.6,0.018,P
-177,-50,0.52,0.03,0.65,-0.8,-20,19,0.024,-1.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.5,0.017,P
72,-51,0.63,-0.04,0.41,0.1,-19,20,0.002,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.017,P
340,-42,0.31,0.05,0.21,1.3,-18,8,-0.021,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,P
408,-37,0.15,0.06,0.15,1.5,-17,9,-0.02,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.5,0.019,P
369,-16,-0.53,0.26,0.28,0.8,-18,-16,-0.003,-0.3,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,P
-113,-7,0.18,0.24,0.69,-0.8,-20,-8,0.016,-0.1,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,-0.002,0,0,0,0,0,0,0,0,0,0.6,0.022,P
-156,-8,0.27,0.24,0.73,-0.6,-20,-8,0.015,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.6,0.022,P
-213,-13,0.39,0.22,0.77,0,-19,-6,-0.005,-0.8,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.6,0.021,P
